Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
vert.x,io.vertx.core.shareddata.impl,SharedDataImpl.WrappedAsyncMap,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.cluster,ClusterManager,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpUtils; ContextInternal; VertxImpl; VertxMetrics; HttpServerOptions; KeyCertOptions; Vertx; VertxOptions; ClusterManager; VertxBuilder; Transport; ClientOptionsBase; PemKeyCertOptions; KeyStoreHelper; VertxInternal; CloseFuture; Promise; Future; Context; SucceededFuture; CompositeFutureImpl; Closeable; NestedCloseable; Deployment; EventLoopContext; WorkerContext; HAManager; DeploymentManager; Verticle; ContextBase; DeploymentOptions; DeploymentOptionsConverter; VerticleManager; LoaderManager; VerticleFactory; JavaVerticleFactory; AddressResolver; ResolverProvider; AddressResolverOptions; AddressResolverOptionsConverter; SharedResourceHolder; PemKeyCertOptionsConverter; TrustOptions; PemTrustOptions; PemTrustOptionsConverter; ClientOptionsBaseConverter; NetServerOptions; NetServerOptionsConverter; NodeSelector; VertxTracer; VertxThreadFactory; ExecutorServiceFactory; MetricsOptions; VertxMetricsFactory; BareCommand; MetricsOptionsConverter; TracingOptions; VertxTracerFactory; TracingOptionsConverter; JDKTransport; VertxServiceProvider; FileSystemOptions; FileResolverImpl; FileCache; FileSystemImpl; FileSystemOptionsConverter; VertxOptionsConverter; NetClientOptions; NetClientOptionsConverter; WorkerExecutor; HttpServerOptionsConverter; HttpServerMetrics; ServerWebSocket; EventBusInternal; DatagramSocketImpl; HttpClientImpl; NetClientInternal; HttpChannelConnector; NetSocketImpl; SslChannelProvider; SslContextProvider; SSLHelper; SSLOptions; SSLOptionsConverter; TCPSSLOptions; TCPSSLOptionsConverter; InboundBuffer; VertxHttp2ConnectionHandler; ConnectionBase; SslHandshakeCompletionHandler; Http2ClientConnection; HttpClientStream; HttpClientConnection; HttpClientPush; VertxHttp2ConnectionHandlerBuilder; DnsResolverProvider; WorkerExecutorImpl; VertxThread
vert.x,io.vertx.core.spi.cluster,WrappedClusterManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.cluster,WrappedClusterManager,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
vert.x,io.vertx.core.spi.cluster,WrappedNodeSelector,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.cluster.impl,DefaultNodeSelector,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.cluster.impl.selector,NullRoundRobinSelector,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.spi,ExecutorServiceFactory,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpUtils; ContextInternal; VertxImpl; VertxMetrics; HttpServerOptions; KeyCertOptions; Vertx; VertxOptions; ClusterManager; VertxBuilder; Transport; ClientOptionsBase; PemKeyCertOptions; KeyStoreHelper; VertxInternal; CloseFuture; Promise; Future; Context; SucceededFuture; CompositeFutureImpl; Closeable; NestedCloseable; Deployment; EventLoopContext; WorkerContext; HAManager; DeploymentManager; Verticle; ContextBase; DeploymentOptions; DeploymentOptionsConverter; VerticleManager; LoaderManager; VerticleFactory; JavaVerticleFactory; AddressResolver; ResolverProvider; AddressResolverOptions; AddressResolverOptionsConverter; SharedResourceHolder; PemKeyCertOptionsConverter; TrustOptions; PemTrustOptions; PemTrustOptionsConverter; ClientOptionsBaseConverter; NetServerOptions; NetServerOptionsConverter; NodeSelector; VertxTracer; VertxThreadFactory; ExecutorServiceFactory; MetricsOptions; VertxMetricsFactory; BareCommand; MetricsOptionsConverter; TracingOptions; VertxTracerFactory; TracingOptionsConverter; JDKTransport; VertxServiceProvider; FileSystemOptions; FileResolverImpl; FileCache; FileSystemImpl; FileSystemOptionsConverter; VertxOptionsConverter; NetClientOptions; NetClientOptionsConverter; WorkerExecutor; HttpServerOptionsConverter; HttpServerMetrics; ServerWebSocket; EventBusInternal; DatagramSocketImpl; HttpClientImpl; NetClientInternal; HttpChannelConnector; NetSocketImpl; SslChannelProvider; SslContextProvider; SSLHelper; SSLOptions; SSLOptionsConverter; TCPSSLOptions; TCPSSLOptionsConverter; InboundBuffer; VertxHttp2ConnectionHandler; ConnectionBase; SslHandshakeCompletionHandler; Http2ClientConnection; HttpClientStream; HttpClientConnection; HttpClientPush; VertxHttp2ConnectionHandlerBuilder; DnsResolverProvider; WorkerExecutorImpl; VertxThread
vert.x,io.vertx.core.spi,FileResolverFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi,JsonFactory,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Utils; JsonFactory; JacksonFactory; JacksonCodec; Buffer; Json; JsonCodec; BufferInternal
vert.x,io.vertx.core.spi.json,JsonCodec,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Utils; JsonFactory; JacksonFactory; JacksonCodec; Buffer; Json; JsonCodec; BufferInternal
vert.x,io.vertx.core.spi.launcher,Command,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ExecutionContext; Command
vert.x,io.vertx.core.spi.launcher,CommandFactoryLookup,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.launcher,DefaultCommand,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.launcher,DefaultCommandFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.metrics,HttpServerMetrics,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpUtils; ContextInternal; VertxImpl; VertxMetrics; HttpServerOptions; KeyCertOptions; Vertx; VertxOptions; ClusterManager; VertxBuilder; Transport; ClientOptionsBase; PemKeyCertOptions; KeyStoreHelper; VertxInternal; CloseFuture; Promise; Future; Context; SucceededFuture; CompositeFutureImpl; Closeable; NestedCloseable; Deployment; EventLoopContext; WorkerContext; HAManager; DeploymentManager; Verticle; ContextBase; DeploymentOptions; DeploymentOptionsConverter; VerticleManager; LoaderManager; VerticleFactory; JavaVerticleFactory; AddressResolver; ResolverProvider; AddressResolverOptions; AddressResolverOptionsConverter; SharedResourceHolder; PemKeyCertOptionsConverter; TrustOptions; PemTrustOptions; PemTrustOptionsConverter; ClientOptionsBaseConverter; NetServerOptions; NetServerOptionsConverter; NodeSelector; VertxTracer; VertxThreadFactory; ExecutorServiceFactory; MetricsOptions; VertxMetricsFactory; BareCommand; MetricsOptionsConverter; TracingOptions; VertxTracerFactory; TracingOptionsConverter; JDKTransport; VertxServiceProvider; FileSystemOptions; FileResolverImpl; FileCache; FileSystemImpl; FileSystemOptionsConverter; VertxOptionsConverter; NetClientOptions; NetClientOptionsConverter; WorkerExecutor; HttpServerOptionsConverter; HttpServerMetrics; ServerWebSocket; EventBusInternal; DatagramSocketImpl; HttpClientImpl; NetClientInternal; HttpChannelConnector; NetSocketImpl; SslChannelProvider; SslContextProvider; SSLHelper; SSLOptions; SSLOptionsConverter; TCPSSLOptions; TCPSSLOptionsConverter; InboundBuffer; VertxHttp2ConnectionHandler; ConnectionBase; SslHandshakeCompletionHandler; Http2ClientConnection; HttpClientStream; HttpClientConnection; HttpClientPush; VertxHttp2ConnectionHandlerBuilder; DnsResolverProvider; WorkerExecutorImpl; VertxThread
vert.x,io.vertx.core.spi.metrics,MetricsProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.metrics,MetricsContextTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 92 public methods
vert.x,io.vertx.core.spi.metrics,MetricsTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 47 public methods
vert.x,io.vertx.core.spi.resolver,ResolverProvider,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpUtils; ContextInternal; VertxImpl; VertxMetrics; HttpServerOptions; KeyCertOptions; Vertx; VertxOptions; ClusterManager; VertxBuilder; Transport; ClientOptionsBase; PemKeyCertOptions; KeyStoreHelper; VertxInternal; CloseFuture; Promise; Future; Context; SucceededFuture; CompositeFutureImpl; Closeable; NestedCloseable; Deployment; EventLoopContext; WorkerContext; HAManager; DeploymentManager; Verticle; ContextBase; DeploymentOptions; DeploymentOptionsConverter; VerticleManager; LoaderManager; VerticleFactory; JavaVerticleFactory; AddressResolver; ResolverProvider; AddressResolverOptions; AddressResolverOptionsConverter; SharedResourceHolder; PemKeyCertOptionsConverter; TrustOptions; PemTrustOptions; PemTrustOptionsConverter; ClientOptionsBaseConverter; NetServerOptions; NetServerOptionsConverter; NodeSelector; VertxTracer; VertxThreadFactory; ExecutorServiceFactory; MetricsOptions; VertxMetricsFactory; BareCommand; MetricsOptionsConverter; TracingOptions; VertxTracerFactory; TracingOptionsConverter; JDKTransport; VertxServiceProvider; FileSystemOptions; FileResolverImpl; FileCache; FileSystemImpl; FileSystemOptionsConverter; VertxOptionsConverter; NetClientOptions; NetClientOptionsConverter; WorkerExecutor; HttpServerOptionsConverter; HttpServerMetrics; ServerWebSocket; EventBusInternal; DatagramSocketImpl; HttpClientImpl; NetClientInternal; HttpChannelConnector; NetSocketImpl; SslChannelProvider; SslContextProvider; SSLHelper; SSLOptions; SSLOptionsConverter; TCPSSLOptions; TCPSSLOptionsConverter; InboundBuffer; VertxHttp2ConnectionHandler; ConnectionBase; SslHandshakeCompletionHandler; Http2ClientConnection; HttpClientStream; HttpClientConnection; HttpClientPush; VertxHttp2ConnectionHandlerBuilder; DnsResolverProvider; WorkerExecutorImpl; VertxThread
vert.x,io.vertx.core.spi.tls,DefaultSslContextFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.tracing,Extractors,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: EMPTY
vert.x,io.vertx.core.spi.tracing,Extractors,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Extractors; TagExtractor
vert.x,io.vertx.core.spi.tracing,SpanKind,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.spi.tracing,VertxTracer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpUtils; ContextInternal; VertxImpl; VertxMetrics; HttpServerOptions; KeyCertOptions; Vertx; VertxOptions; ClusterManager; VertxBuilder; Transport; ClientOptionsBase; PemKeyCertOptions; KeyStoreHelper; VertxInternal; CloseFuture; Promise; Future; Context; SucceededFuture; CompositeFutureImpl; Closeable; NestedCloseable; Deployment; EventLoopContext; WorkerContext; HAManager; DeploymentManager; Verticle; ContextBase; DeploymentOptions; DeploymentOptionsConverter; VerticleManager; LoaderManager; VerticleFactory; JavaVerticleFactory; AddressResolver; ResolverProvider; AddressResolverOptions; AddressResolverOptionsConverter; SharedResourceHolder; PemKeyCertOptionsConverter; TrustOptions; PemTrustOptions; PemTrustOptionsConverter; ClientOptionsBaseConverter; NetServerOptions; NetServerOptionsConverter; NodeSelector; VertxTracer; VertxThreadFactory; ExecutorServiceFactory; MetricsOptions; VertxMetricsFactory; BareCommand; MetricsOptionsConverter; TracingOptions; VertxTracerFactory; TracingOptionsConverter; JDKTransport; VertxServiceProvider; FileSystemOptions; FileResolverImpl; FileCache; FileSystemImpl; FileSystemOptionsConverter; VertxOptionsConverter; NetClientOptions; NetClientOptionsConverter; WorkerExecutor; HttpServerOptionsConverter; HttpServerMetrics; ServerWebSocket; EventBusInternal; DatagramSocketImpl; HttpClientImpl; NetClientInternal; HttpChannelConnector; NetSocketImpl; SslChannelProvider; SslContextProvider; SSLHelper; SSLOptions; SSLOptionsConverter; TCPSSLOptions; TCPSSLOptionsConverter; InboundBuffer; VertxHttp2ConnectionHandler; ConnectionBase; SslHandshakeCompletionHandler; Http2ClientConnection; HttpClientStream; HttpClientConnection; HttpClientPush; VertxHttp2ConnectionHandlerBuilder; DnsResolverProvider; WorkerExecutorImpl; VertxThread
vert.x,io.vertx.core.spi.tracing,ClusteredEventBusTracerTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.tracing,ClusteredEventBusTracerTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): EventBusTracerTestBase
vert.x,io.vertx.core.spi.tracing,ClusteredEventBusTracingTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.tracing,ClusteredEventBusTracingTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): EventBusTracingTestBase
vert.x,io.vertx.core.spi.tracing,EventBusTracerTestBase.EventBusTracer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.tracing,EventBusTracerTestBase.EventBusTracer,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: receiveKey; receiveVal; receiveTrace; sendKey; sendVal; sendTrace; sendEvents; receiveEvents
vert.x,io.vertx.core.spi.tracing,Http1xTracerTest,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.spi.tracing,Http1xTracerTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.tracing,Http1xTracingTest,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.spi.tracing,Http1xTracingTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.tracing,Http2TracerTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HttpTracerTestBase
vert.x,io.vertx.core.spi.tracing,Http2TracingTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.tracing,HttpTracingTestBase,Feature Envy,The tool detected a instance of this smell because testHttpServerRequest is more interested in members of the type: FakeTracer
vert.x,io.vertx.core.spi.tracing,HttpTracingTestBase,Feature Envy,The tool detected a instance of this smell because testHttpServerRequestWithClient is more interested in members of the type: FakeTracer
vert.x,io.vertx.core.spi.tracing,HttpTracingTestBase,Feature Envy,The tool detected a instance of this smell because testMultipleHttpServerRequest is more interested in members of the type: FakeTracer
vert.x,io.vertx.core.spi.tracing,LocalEventBusTracerTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): EventBusTracerTestBase
vert.x,io.vertx.core.spi.tracing,LocalEventBusTracingTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.spi.tracing,LocalEventBusTracingTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): EventBusTracingTestBase
vert.x,io.vertx.core.spi.transport,Transport,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpUtils; ContextInternal; VertxImpl; VertxMetrics; HttpServerOptions; KeyCertOptions; Vertx; VertxOptions; ClusterManager; VertxBuilder; Transport; ClientOptionsBase; PemKeyCertOptions; KeyStoreHelper; VertxInternal; CloseFuture; Promise; Future; Context; SucceededFuture; CompositeFutureImpl; Closeable; NestedCloseable; Deployment; EventLoopContext; WorkerContext; HAManager; DeploymentManager; Verticle; ContextBase; DeploymentOptions; DeploymentOptionsConverter; VerticleManager; LoaderManager; VerticleFactory; JavaVerticleFactory; AddressResolver; ResolverProvider; AddressResolverOptions; AddressResolverOptionsConverter; SharedResourceHolder; PemKeyCertOptionsConverter; TrustOptions; PemTrustOptions; PemTrustOptionsConverter; ClientOptionsBaseConverter; NetServerOptions; NetServerOptionsConverter; NodeSelector; VertxTracer; VertxThreadFactory; ExecutorServiceFactory; MetricsOptions; VertxMetricsFactory; BareCommand; MetricsOptionsConverter; TracingOptions; VertxTracerFactory; TracingOptionsConverter; JDKTransport; VertxServiceProvider; FileSystemOptions; FileResolverImpl; FileCache; FileSystemImpl; FileSystemOptionsConverter; VertxOptionsConverter; NetClientOptions; NetClientOptionsConverter; WorkerExecutor; HttpServerOptionsConverter; HttpServerMetrics; ServerWebSocket; EventBusInternal; DatagramSocketImpl; HttpClientImpl; NetClientInternal; HttpChannelConnector; NetSocketImpl; SslChannelProvider; SslContextProvider; SSLHelper; SSLOptions; SSLOptionsConverter; TCPSSLOptions; TCPSSLOptionsConverter; InboundBuffer; VertxHttp2ConnectionHandler; ConnectionBase; SslHandshakeCompletionHandler; Http2ClientConnection; HttpClientStream; HttpClientConnection; HttpClientPush; VertxHttp2ConnectionHandlerBuilder; DnsResolverProvider; WorkerExecutorImpl; VertxThread
vert.x,io.vertx.core.streams.impl,InboundBuffer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: END_SENTINEL; context; pending; highWaterMark; demand; handler; overflow; drainHandler; emptyHandler; exceptionHandler; emitting
vert.x,io.vertx.core.streams.impl,InboundBuffer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpUtils; ContextInternal; VertxImpl; VertxMetrics; HttpServerOptions; KeyCertOptions; Vertx; VertxOptions; ClusterManager; VertxBuilder; Transport; ClientOptionsBase; PemKeyCertOptions; KeyStoreHelper; VertxInternal; CloseFuture; Promise; Future; Context; SucceededFuture; CompositeFutureImpl; Closeable; NestedCloseable; Deployment; EventLoopContext; WorkerContext; HAManager; DeploymentManager; Verticle; ContextBase; DeploymentOptions; DeploymentOptionsConverter; VerticleManager; LoaderManager; VerticleFactory; JavaVerticleFactory; AddressResolver; ResolverProvider; AddressResolverOptions; AddressResolverOptionsConverter; SharedResourceHolder; PemKeyCertOptionsConverter; TrustOptions; PemTrustOptions; PemTrustOptionsConverter; ClientOptionsBaseConverter; NetServerOptions; NetServerOptionsConverter; NodeSelector; VertxTracer; VertxThreadFactory; ExecutorServiceFactory; MetricsOptions; VertxMetricsFactory; BareCommand; MetricsOptionsConverter; TracingOptions; VertxTracerFactory; TracingOptionsConverter; JDKTransport; VertxServiceProvider; FileSystemOptions; FileResolverImpl; FileCache; FileSystemImpl; FileSystemOptionsConverter; VertxOptionsConverter; NetClientOptions; NetClientOptionsConverter; WorkerExecutor; HttpServerOptionsConverter; HttpServerMetrics; ServerWebSocket; EventBusInternal; DatagramSocketImpl; HttpClientImpl; NetClientInternal; HttpChannelConnector; NetSocketImpl; SslChannelProvider; SslContextProvider; SSLHelper; SSLOptions; SSLOptionsConverter; TCPSSLOptions; TCPSSLOptionsConverter; InboundBuffer; VertxHttp2ConnectionHandler; ConnectionBase; SslHandshakeCompletionHandler; Http2ClientConnection; HttpClientStream; HttpClientConnection; HttpClientPush; VertxHttp2ConnectionHandlerBuilder; DnsResolverProvider; WorkerExecutorImpl; VertxThread
vert.x,io.vertx.core.streams.impl,PipeImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.streams.impl,PipeImpl.WriteException,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.streams.impl,PipeImpl.WriteException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.streams.impl,PumpImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.streams,ReadStream,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: exceptionHandler
vert.x,io.vertx.core.streams,WriteStream,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: exceptionHandler
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testTake is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testFlowingRefill is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testPauseWhenFull is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testPausedResume is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testPausedDrain is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testPausedRequestLimited is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testEmptyHandler is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testEmitWhenHandlingLastItem is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testEmitInElementHandler is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testEmitInElementHandler is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testEmitInDrainHandler1 is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testEmitInDrainHandler2 is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testPauseInElementHandler is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testAddAllWhenPaused is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testAddAllWhenFlowing is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testPollDuringEmission is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testCheckThatPauseAfterResumeWontDoAnyEmission is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testBufferSignalingFullImmediately is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Feature Envy,The tool detected a instance of this smell because testFetchWhenNotEmittingWithNoPendingElements is more interested in members of the type: InboundBuffer
vert.x,io.vertx.core.streams,InboundBufferTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 31 public methods
vert.x,io.vertx.core.streams,PipeTest,Feature Envy,The tool detected a instance of this smell because testEndWriteStreamOnReadStreamFailure is more interested in members of the type: FakeStream
vert.x,io.vertx.core.streams,PipeTest,Feature Envy,The tool detected a instance of this smell because testEndWriteStreamOnWriteStreamFailure is more interested in members of the type: FakeStream
vert.x,io.vertx.core.streams,PipeTest,Feature Envy,The tool detected a instance of this smell because testPauseResume is more interested in members of the type: FakeStream
vert.x,io.vertx.core.streams,PipeTest,Feature Envy,The tool detected a instance of this smell because testClosePipeBeforeEnd is more interested in members of the type: FakeStream
vert.x,io.vertx.core.streams,PumpTest.FakeReadStream,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: dataHandler; paused; pauseCount; resumeCount
vert.x,io.vertx.core.streams,PumpTest.FakeReadStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.streams,PumpTest.FakeWriteStream,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: maxSize; received; drainHandler
vert.x,io.vertx.core.streams,PumpTest.FakeWriteStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.streams,PumpTest.MyClass,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.streams,PumpTest.MyClass,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.streams,WriteStreamTest.StreamBase,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.streams,WriteStreamTest.StreamBase,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.streams,WriteStreamTest.EndWithItemStreamAsync,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: writeCount; writeFut; endCount; endFut
vert.x,io.vertx.core.streams,WriteStreamTest.EndWithItemStreamAsync,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
