Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
vert.x,io.vertx.core.http,HttpClientOptions,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 131 public methods
vert.x,io.vertx.core.http,HttpClientRequest,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 47 methods
vert.x,io.vertx.core.http,HttpHeaders,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HttpHeaders; HeadersMultiMap; MultiMap
vert.x,io.vertx.core.http,HttpMethod,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: OPTIONS; GET; HEAD; POST; PUT; DELETE; TRACE; CONNECT; PATCH; PROPFIND; PROPPATCH; MKCOL; COPY; MOVE; LOCK; UNLOCK; MKCALENDAR; VERSION_CONTROL; REPORT; CHECKOUT; CHECKIN; UNCHECKOUT; MKWORKSPACE; UPDATE; LABEL; MERGE; BASELINE_CONTROL; MKACTIVITY; ORDERPATCH; ACL; SEARCH; ALL; nettyMethod
vert.x,io.vertx.core.http,HttpServerFileUpload,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,HttpServerOptions,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_PORT; DEFAULT_COMPRESSION_SUPPORTED; DEFAULT_COMPRESSION_LEVEL; DEFAULT_MAX_WEBSOCKET_FRAME_SIZE; DEFAULT_MAX_WEBSOCKET_MESSAGE_SIZE; DEFAULT_MAX_CHUNK_SIZE; DEFAULT_MAX_INITIAL_LINE_LENGTH; DEFAULT_MAX_HEADER_SIZE; DEFAULT_MAX_FORM_ATTRIBUTE_SIZE; DEFAULT_HANDLE_100_CONTINE_AUTOMATICALLY; DEFAULT_ALPN_VERSIONS; DEFAULT_INITIAL_SETTINGS_MAX_CONCURRENT_STREAMS; DEFAULT_HTTP2_CONNECTION_WINDOW_SIZE; DEFAULT_DECOMPRESSION_SUPPORTED; DEFAULT_ACCEPT_UNMASKED_FRAMES; DEFAULT_DECODER_INITIAL_BUFFER_SIZE; DEFAULT_PER_FRAME_WEBSOCKET_COMPRESSION_SUPPORTED; DEFAULT_PER_MESSAGE_WEBSOCKET_COMPRESSION_SUPPORTED; DEFAULT_WEBSOCKET_COMPRESSION_LEVEL; DEFAULT_WEBSOCKET_ALLOW_SERVER_NO_CONTEXT; DEFAULT_WEBSOCKET_PREFERRED_CLIENT_NO_CONTEXT; DEFAULT_WEBSOCKET_CLOSING_TIMEOUT; DEFAULT_TRACING_POLICY; DEFAULT_REGISTER_WEBSOCKET_WRITE_HANDLERS; compressionSupported; compressionLevel; compressors; maxWebSocketFrameSize; maxWebSocketMessageSize; webSocketSubProtocols; handle100ContinueAutomatically; maxChunkSize; maxInitialLineLength; maxHeaderSize; maxFormAttributeSize; initialSettings; alpnVersions; http2ConnectionWindowSize; decompressionSupported; acceptUnmaskedFrames; decoderInitialBufferSize; perFrameWebSocketCompressionSupported; perMessageWebSocketCompressionSupported; webSocketCompressionLevel; webSocketAllowServerNoContext; webSocketPreferredClientNoContext; webSocketClosingTimeout; tracingPolicy; registerWebSocketWriteHandlers
vert.x,io.vertx.core.http,HttpServerOptions,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 106 public methods
vert.x,io.vertx.core.http,HttpServerRequest,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 53 methods
vert.x,io.vertx.core.http,HttpServerResponse,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 61 methods
vert.x,io.vertx.core.http,HttpVersion,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: alpnName
vert.x,io.vertx.core.http,RequestOptions,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_PROXY_OPTIONS; DEFAULT_SERVER; DEFAULT_HTTP_METHOD; DEFAULT_HOST; DEFAULT_PORT; DEFAULT_SSL; DEFAULT_URI; DEFAULT_FOLLOW_REDIRECTS; DEFAULT_TIMEOUT; proxyOptions; server; method; host; port; ssl; uri; headers; followRedirects; timeout; traceOperation
vert.x,io.vertx.core.http,RequestOptions,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 36 public methods
vert.x,io.vertx.core.http,ServerWebSocket,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: exceptionHandler
vert.x,io.vertx.core.http,StreamPriority,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_DEPENDENCY; DEFAULT_WEIGHT; DEFAULT_EXCLUSIVE; weight; dependency; exclusive
vert.x,io.vertx.core.http,StreamResetException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,UpgradeRejectedException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,WebSocket,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: exceptionHandler
vert.x,io.vertx.core.http,WebSocketBase,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 37 methods
vert.x,io.vertx.core.http,WebSocketConnectOptions,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_PROXY_OPTIONS; DEFAULT_VERSION; DEFAULT_SUB_PROTOCOLS; DEFAULT_ALLOW_ORIGIN_HEADER; DEFAULT_REGISTER_WRITE_HANDLERS; proxyOptions; version; subProtocols; allowOriginHeader; registerWriteHandlers
vert.x,io.vertx.core.http,WebSocketConnectOptions,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
vert.x,io.vertx.core.http,WebSocketFrameType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,WebsocketVersion,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,GzipHttpCompressionTestBase,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HttpCompressionTestBase
vert.x,io.vertx.core.http,Http1xBrotliCompressionTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http1xClientConnectionTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HttpClientConnectionTest
vert.x,io.vertx.core.http,Http1xCompressionTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http1xCompressionTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): GzipHttpCompressionTestBase
vert.x,io.vertx.core.http,Http1xMetricsTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HttpMetricsTestBase
vert.x,io.vertx.core.http,Http1xProxyTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HttpTestBase
vert.x,io.vertx.core.http,Http1xProxyTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
vert.x,io.vertx.core.http,Http1xTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 157 public methods
vert.x,io.vertx.core.http,Http1xTest.Client,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: so; received; curr; count; closed
vert.x,io.vertx.core.http,Http1xTest.Client,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http1xTest.Client,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: so; received; curr; count; closed
vert.x,io.vertx.core.http,Http2BrotliCompressionTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2ClientConnectionTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2ClientTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Http2TestBase
vert.x,io.vertx.core.http,Http2ClientTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 87 public methods
vert.x,io.vertx.core.http,Http2ClientTest.Handler,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,Http2ClientTest.Handler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2ClientTest.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,Http2ClientTest.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2CompressionTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2CompressionTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): GzipHttpCompressionTestBase
vert.x,io.vertx.core.http,Http2MetricsTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HttpMetricsTestBase
vert.x,io.vertx.core.http,Http2ServerFileUploadTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2ServerTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: settings; channel; context; connection; encoder; decoder; requestHandler; handled; requestHandler; count; context; received; count; count; pushReceived; buffer; responseHeaders; count; count; received; received; count; received; count; status; HTTP_1_1_POST; cnt
vert.x,io.vertx.core.http,Http2ServerTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Http2TestBase
vert.x,io.vertx.core.http,Http2ServerTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 141 public methods
vert.x,io.vertx.core.http,Http2ServerTest.TestClient,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2ServerTest.TestClient,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: settings; channel; context; connection; encoder; decoder; requestHandler; handled; requestHandler
vert.x,io.vertx.core.http,Http2ServerTest.TestClient,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: settings; channel; context; connection; encoder; decoder; requestHandler; handled; requestHandler
vert.x,io.vertx.core.http,Http2ServerTest.Connection,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: channel; context; connection; encoder; decoder
vert.x,io.vertx.core.http,Http2ServerTest.Connection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2ServerTest.Connection,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: channel; context; connection; encoder; decoder
vert.x,io.vertx.core.http,Http2ServerTest.Connection,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: channel; context; connection; encoder; decoder
vert.x,io.vertx.core.http,Http2ServerTest.TestClientHandler,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: requestHandler; handled
vert.x,io.vertx.core.http,Http2ServerTest.TestClientHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2ServerTest.TestClientHandlerBuilder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: requestHandler
vert.x,io.vertx.core.http,Http2ServerTest.TestClientHandlerBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2ServerTest.Anonymous,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,Http2ServerTest.Anonymous,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2ServerTest.TestHttp1xOrH2CHandler,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,Http2ServerTest.TestHttp1xOrH2CHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,Http2Test,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
vert.x,io.vertx.core.http,Http2TLSTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,HttpBandwidthLimitingTest.Handlers,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,HttpBandwidthLimitingTest.Handlers,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,HttpBandwidthLimitingTest.Providers,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,HttpBandwidthLimitingTest.Providers,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,HttpMetricsTestBase,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HttpTestBase
vert.x,io.vertx.core.http,HttpServerCloseHookTest.TestVerticle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,HttpServerCloseHookTest.TestVerticle,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,HttpServerFileUploadTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: testFolder; testDir; tmp
vert.x,io.vertx.core.http,HttpServerFileUploadTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 30 public methods
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testServerActualPortWhenZeroPassedInListen is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testContextExceptionHandlerCalledWhenExceptionOnDataHandler is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testClientExceptionHandlerCalledWhenExceptionOnBodyHandler is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because test100ContinueTimeout is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because checkEmptyHttpResponse is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testDeliverPausedBufferWhenResume is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testClearPausedBuffersWhenResponseEnds is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testHttpServerRequestPausedDuringLastChunk is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testHttpClientResponsePausedDuringLastChunk is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testDumpManyRequestsOnQueue is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testClientGlobalConnectionHandler is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testServerConnectionHandlerClose is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testServerConnectionClose is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testClientLocalAddress is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testFollowRedirectWithCustomHandler is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testAfterServerResponseClose is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testClientDecompressionError is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testClientSynchronousConnectFailures is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testDisableIdleTimeoutInPool is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testKeepAliveTimeout is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testPoolNotExpiring is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testAccessNetSocketPendingResponseData is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testServerNetSocketCloseWithHandler is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testClientRequestFutureSetHandlerFromAnotherThread is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testClientRequestFlowControlDifferentEventLoops is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testClientClose is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Feature Envy,The tool detected a instance of this smell because testConnectTimeout is more interested in members of the type: HttpClient
vert.x,io.vertx.core.http,HttpTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: testFolder; testDir; tmp; ctx; client; client
vert.x,io.vertx.core.http,HttpTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 327 public methods
vert.x,io.vertx.core.http,HttpTest.MyVerticle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ctx
vert.x,io.vertx.core.http,HttpTest.MyVerticle,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,HttpTest.MockReq,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,HttpTest.MockReq,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,HttpTest.MockResp,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,HttpTest.MockResp,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,HttpTestBase,Feature Envy,The tool detected a instance of this smell because startProxy is more interested in members of the type: TestProxyBase
vert.x,io.vertx.core.http,HttpTestBase,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_HTTP_HOST; DEFAULT_HTTP_PORT; DEFAULT_HTTPS_HOST; DEFAULT_HTTPS_PORT; DEFAULT_HTTPS_HOST_AND_PORT; DEFAULT_TEST_URI; server; client; proxy; testAddress; requestOptions; noOp
vert.x,io.vertx.core.http,HttpTLSTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: testFolder; version; clientCert; clientTrust; clientTrustAll; clientUsesCrl; clientUsesAlpn; clientOpenSSL; clientVerifyHost; clientSSL; requiresClientAuth; serverCert; serverTrust; serverUsesCrl; serverOpenSSL; serverUsesAlpn; serverSSL; serverUsesProxyProtocol; proxyType; useProxyAuth; clientEnabledCipherSuites; serverEnabledCipherSuites; clientEnabledSecureTransportProtocol; serverEnabledSecureTransportProtocol; connectHostname; connectPort; followRedirects; serverSNI; clientForceSNI; requestProvider; clientPeerCert; indicatedServerName; server
vert.x,io.vertx.core.http,HttpTLSTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HttpTestBase
vert.x,io.vertx.core.http,HttpTLSTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 147 public methods
vert.x,io.vertx.core.http,HttpTLSTest.TLSTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,HttpTLSTest.TLSTest,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: version; clientCert; clientTrust; clientTrustAll; clientUsesCrl; clientUsesAlpn; clientOpenSSL; clientVerifyHost; clientSSL; requiresClientAuth; serverCert; serverTrust; serverUsesCrl; serverOpenSSL; serverUsesAlpn; serverSSL; serverUsesProxyProtocol; proxyType; useProxyAuth; clientEnabledCipherSuites; serverEnabledCipherSuites; clientEnabledSecureTransportProtocol; serverEnabledSecureTransportProtocol; connectHostname; connectPort; followRedirects; serverSNI; clientForceSNI; requestProvider; clientPeerCert; indicatedServerName
vert.x,io.vertx.core.http,HttpTLSTest.TestKeyStoreSpi,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.core.http,HttpTLSTest.TestKeyStoreSpi,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,HttpUtilsTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: HEADER_NAME_ALLOWED_CHARS
vert.x,io.vertx.core.http,HttpUtilsTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
vert.x,io.vertx.core.http,ResolvingHttpClientTest.FakeState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; addresses; index; metrics; valid
vert.x,io.vertx.core.http,ResolvingHttpClientTest.FakeState,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,ResolvingHttpClientTest.FakeState,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: name; addresses; index; metrics; valid
vert.x,io.vertx.core.http,ResolvingHttpClientTest.FakeAddress,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
vert.x,io.vertx.core.http,ResolvingHttpClientTest.FakeAddress,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,ResolvingHttpClientTest.FakeMetric,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: server; requestBegin; requestEnd; responseBegin; responseEnd
vert.x,io.vertx.core.http,ResolvingHttpClientTest.FakeMetric,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,ResolvingHttpClientTest.FakeMetric,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: server; requestBegin; requestEnd; responseBegin; responseEnd
vert.x,io.vertx.core.http,ResolvingHttpClientTest.FixedAddressResolver,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: map
vert.x,io.vertx.core.http,ResolvingHttpClientTest.FixedAddressResolver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http,SharedHttpClientTest.ClientVerticle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: TRIGGER_ADDRESS; SHARED_CLIENT_NAME; onResponseReceived; context; client
